"tanggal","stasiun","max"
"2011-07-29",DKI2 (Kelapa Gading),136.0000
"2011-07-30",DKI2 (Kelapa Gading),129.0000
"2011-07-31",DKI2 (Kelapa Gading),68.0000
"2011-06-01",DKI2 (Kelapa Gading),68.0000
"2011-06-02",DKI2 (Kelapa Gading),65.0000
"2011-06-03",DKI2 (Kelapa Gading),50.0000
"2011-06-04",DKI2 (Kelapa Gading),54.0000
"2011-06-05",DKI2 (Kelapa Gading),54.0000
"2011-06-06",DKI2 (Kelapa Gading),64.0000
"2011-06-07",DKI2 (Kelapa Gading),72.0000
"2011-06-08",DKI2 (Kelapa Gading),70.0000
"2011-06-09",DKI2 (Kelapa Gading),66.0000
"2011-06-10",DKI2 (Kelapa Gading),67.0000
"2011-06-11",DKI2 (Kelapa Gading),71.0000
"2011-06-12",DKI2 (Kelapa Gading),59.0000
"2011-06-13",DKI2 (Kelapa Gading),63.0000
"2011-06-14",DKI2 (Kelapa Gading),88.0000
"2011-06-15",DKI2 (Kelapa Gading),137.0000
"2011-06-16",DKI2 (Kelapa Gading),63.0000
"2011-06-17",DKI2 (Kelapa Gading),68.0000
"2011-06-18",DKI2 (Kelapa Gading),119.0000
"2011-06-19",DKI2 (Kelapa Gading),94.0000
"2011-06-20",DKI2 (Kelapa Gading),74.0000
"2011-06-21",DKI2 (Kelapa Gading),79.0000
"2011-06-22",DKI2 (Kelapa Gading),87.0000
"2011-06-23",DKI2 (Kelapa Gading),94.0000
"2011-06-24",DKI2 (Kelapa Gading),85.0000
"2011-06-25",DKI2 (Kelapa Gading),64.0000
"2011-06-26",DKI2 (Kelapa Gading),66.0000
"2011-06-27",DKI2 (Kelapa Gading),53.0000
"2011-06-28",DKI2 (Kelapa Gading),122.0000
"2011-06-29",DKI2 (Kelapa Gading),86.0000
"2011-06-30",DKI2 (Kelapa Gading),127.0000
"2011-03-01",DKI2 (Kelapa Gading),42.0000
"2011-03-02",DKI2 (Kelapa Gading),32.0000
"2011-03-03",DKI2 (Kelapa Gading),28.0000
"2011-03-04",DKI2 (Kelapa Gading),42.0000
"2011-03-05",DKI2 (Kelapa Gading),35.0000
"2011-03-06",DKI2 (Kelapa Gading),31.0000
"2011-03-07",DKI2 (Kelapa Gading),23.0000
"2011-03-08",DKI2 (Kelapa Gading),33.0000
"2011-03-09",DKI2 (Kelapa Gading),47.0000
"2011-03-10",DKI2 (Kelapa Gading),32.0000
"2011-03-11",DKI2 (Kelapa Gading),29.0000
"2011-03-12",DKI2 (Kelapa Gading),60.0000
"2011-03-13",DKI2 (Kelapa Gading),39.0000
"2011-03-14",DKI2 (Kelapa Gading),47.0000
"2011-03-15",DKI2 (Kelapa Gading),72.0000
"2011-03-16",DKI2 (Kelapa Gading),96.0000
"2011-03-17",DKI2 (Kelapa Gading),67.0000
"2011-03-18",DKI2 (Kelapa Gading),72.0000
"2011-03-19",DKI2 (Kelapa Gading),65.0000
"2011-03-20",DKI2 (Kelapa Gading),62.0000
"2011-03-21",DKI2 (Kelapa Gading),25.0000
"2011-03-22",DKI2 (Kelapa Gading),33.0000
"2011-03-23",DKI2 (Kelapa Gading),26.0000
"2011-03-24",DKI2 (Kelapa Gading),26.0000
"2011-03-25",DKI2 (Kelapa Gading),35.0000
"2011-03-26",DKI2 (Kelapa Gading),38.0000
"2011-03-27",DKI2 (Kelapa Gading),33.0000
"2011-03-28",DKI2 (Kelapa Gading),29.0000
"2011-03-29",DKI2 (Kelapa Gading),25.0000
"2011-03-30",DKI2 (Kelapa Gading),28.0000
"2011-03-31",DKI2 (Kelapa Gading),24.0000
"2011-05-01",DKI2 (Kelapa Gading),67.0000
"2011-05-02",DKI2 (Kelapa Gading),92.0000
"2011-05-03",DKI2 (Kelapa Gading),60.0000
"2011-05-04",DKI2 (Kelapa Gading),43.0000
"2011-05-05",DKI2 (Kelapa Gading),33.0000
"2011-05-06",DKI2 (Kelapa Gading),65.0000
"2011-05-07",DKI2 (Kelapa Gading),47.0000
"2011-05-08",DKI2 (Kelapa Gading),39.0000
"2011-05-09",DKI2 (Kelapa Gading),143.0000
"2011-05-10",DKI2 (Kelapa Gading),90.0000
"2011-05-11",DKI2 (Kelapa Gading),84.0000
"2011-05-12",DKI2 (Kelapa Gading),59.0000
"2011-05-13",DKI2 (Kelapa Gading),63.0000
"2011-05-14",DKI2 (Kelapa Gading),47.0000
"2011-05-15",DKI2 (Kelapa Gading),95.0000
"2011-05-16",DKI2 (Kelapa Gading),113.0000
"2011-05-17",DKI2 (Kelapa Gading),61.0000
"2011-05-18",DKI2 (Kelapa Gading),73.0000
"2011-05-19",DKI2 (Kelapa Gading),73.0000
"2011-05-20",DKI2 (Kelapa Gading),84.0000
"2011-05-21",DKI2 (Kelapa Gading),70.0000
"2011-05-22",DKI2 (Kelapa Gading),71.0000
"2011-05-23",DKI2 (Kelapa Gading),79.0000
"2011-05-24",DKI2 (Kelapa Gading),55.0000
"2011-05-25",DKI2 (Kelapa Gading),84.0000
"2011-05-26",DKI2 (Kelapa Gading),56.0000
"2011-05-27",DKI2 (Kelapa Gading),60.0000
"2011-05-28",DKI2 (Kelapa Gading),62.0000
"2011-05-29",DKI2 (Kelapa Gading),81.0000
"2011-05-30",DKI2 (Kelapa Gading),66.0000
"2011-05-31",DKI2 (Kelapa Gading),93.0000
"2011-11-01",DKI2 (Kelapa Gading),102.0000
"2011-11-02",DKI2 (Kelapa Gading),92.0000
"2011-11-03",DKI2 (Kelapa Gading),
"2011-11-04",DKI2 (Kelapa Gading),64.0000
"2011-11-05",DKI2 (Kelapa Gading),106.0000
"2011-11-06",DKI2 (Kelapa Gading),71.0000
"2011-11-07",DKI2 (Kelapa Gading),175.0000
"2011-11-08",DKI2 (Kelapa Gading),70.0000
"2011-11-09",DKI2 (Kelapa Gading),71.0000
"2011-11-10",DKI2 (Kelapa Gading),75.0000
"2011-11-11",DKI2 (Kelapa Gading),79.0000
"2011-11-12",DKI2 (Kelapa Gading),96.0000
"2011-11-13",DKI2 (Kelapa Gading),94.0000
"2011-11-14",DKI2 (Kelapa Gading),123.0000
"2011-11-15",DKI2 (Kelapa Gading),147.0000
"2011-11-16",DKI2 (Kelapa Gading),185.0000
"2011-11-17",DKI2 (Kelapa Gading),179.0000
"2011-11-18",DKI2 (Kelapa Gading),129.0000
"2011-11-19",DKI2 (Kelapa Gading),108.0000
"2011-11-20",DKI2 (Kelapa Gading),76.0000
"2011-11-21",DKI2 (Kelapa Gading),121.0000
"2011-11-22",DKI2 (Kelapa Gading),106.0000
"2011-11-23",DKI2 (Kelapa Gading),179.0000
"2011-11-24",DKI2 (Kelapa Gading),158.0000
"2011-11-25",DKI2 (Kelapa Gading),115.0000
"2011-11-26",DKI2 (Kelapa Gading),126.0000
"2011-11-27",DKI2 (Kelapa Gading),133.0000
"2011-11-28",DKI2 (Kelapa Gading),159.0000
"2011-11-29",DKI2 (Kelapa Gading),104.0000
"2011-11-30",DKI2 (Kelapa Gading),164.0000
"2011-10-01",DKI2 (Kelapa Gading),110.0000
"2011-10-02",DKI2 (Kelapa Gading),96.0000
"2011-10-03",DKI2 (Kelapa Gading),147.0000
"2011-10-04",DKI2 (Kelapa Gading),99.0000
"2011-10-05",DKI2 (Kelapa Gading),118.0000
"2011-10-06",DKI2 (Kelapa Gading),79.0000
"2011-10-07",DKI2 (Kelapa Gading),85.0000
"2011-10-08",DKI2 (Kelapa Gading),60.0000
"2011-10-09",DKI2 (Kelapa Gading),110.0000
"2011-10-10",DKI2 (Kelapa Gading),103.0000
"2011-10-11",DKI2 (Kelapa Gading),145.0000
"2011-10-12",DKI2 (Kelapa Gading),159.0000
"2011-10-13",DKI2 (Kelapa Gading),118.0000
"2011-10-14",DKI2 (Kelapa Gading),94.0000
"2011-10-15",DKI2 (Kelapa Gading),96.0000
"2011-10-16",DKI2 (Kelapa Gading),82.0000
"2011-10-17",DKI2 (Kelapa Gading),75.0000
"2011-10-18",DKI2 (Kelapa Gading),80.0000
"2011-10-19",DKI2 (Kelapa Gading),69.0000
"2011-10-20",DKI2 (Kelapa Gading),120.0000
"2011-10-21",DKI2 (Kelapa Gading),126.0000
"2011-10-22",DKI2 (Kelapa Gading),100.0000
"2011-10-23",DKI2 (Kelapa Gading),140.0000
"2011-10-24",DKI2 (Kelapa Gading),77.0000
"2011-10-25",DKI2 (Kelapa Gading),93.0000
"2011-10-26",DKI2 (Kelapa Gading),138.0000
"2011-10-27",DKI2 (Kelapa Gading),93.0000
"2011-10-28",DKI2 (Kelapa Gading),83.0000
"2011-10-29",DKI2 (Kelapa Gading),87.0000
"2011-10-30",DKI2 (Kelapa Gading),100.0000
"2011-10-31",DKI2 (Kelapa Gading),154.0000
"2011-09-01",DKI2 (Kelapa Gading),97.0000
"2011-09-02",DKI2 (Kelapa Gading),65.0000
"2011-09-03",DKI2 (Kelapa Gading),89.0000
"2011-09-04",DKI2 (Kelapa Gading),72.0000
"2011-09-05",DKI2 (Kelapa Gading),75.0000
"2011-09-06",DKI2 (Kelapa Gading),68.0000
"2011-09-07",DKI2 (Kelapa Gading),62.0000
"2011-09-08",DKI2 (Kelapa Gading),159.0000
"2011-09-09",DKI2 (Kelapa Gading),88.0000
"2011-09-10",DKI2 (Kelapa Gading),117.0000
"2011-09-11",DKI2 (Kelapa Gading),71.0000
"2011-09-12",DKI2 (Kelapa Gading),69.0000
"2011-09-13",DKI2 (Kelapa Gading),96.0000
"2011-09-14",DKI2 (Kelapa Gading),57.0000
"2011-09-15",DKI2 (Kelapa Gading),49.0000
"2011-09-16",DKI2 (Kelapa Gading),89.0000
"2011-09-17",DKI2 (Kelapa Gading),87.0000
"2011-09-18",DKI2 (Kelapa Gading),81.0000
"2011-09-19",DKI2 (Kelapa Gading),104.0000
"2011-09-20",DKI2 (Kelapa Gading),125.0000
"2011-09-21",DKI2 (Kelapa Gading),84.0000
"2011-09-22",DKI2 (Kelapa Gading),149.0000
"2011-09-23",DKI2 (Kelapa Gading),201.0000
"2011-09-24",DKI2 (Kelapa Gading),89.0000
"2011-09-25",DKI2 (Kelapa Gading),95.0000
"2011-09-26",DKI2 (Kelapa Gading),147.0000
"2011-09-27",DKI2 (Kelapa Gading),119.0000
"2011-09-28",DKI2 (Kelapa Gading),75.0000
"2011-09-29",DKI2 (Kelapa Gading),125.0000
"2011-09-30",DKI2 (Kelapa Gading),88.0000
"2012-08-01",DKI2 (Kelapa Gading),236.0000
"2012-08-02",DKI2 (Kelapa Gading),244.0000
"2012-08-03",DKI2 (Kelapa Gading),216.0000
"2012-08-04",DKI2 (Kelapa Gading),81.0000
"2012-08-05",DKI2 (Kelapa Gading),80.0000
"2012-08-06",DKI2 (Kelapa Gading),92.0000
"2012-08-07",DKI2 (Kelapa Gading),116.0000
"2012-08-08",DKI2 (Kelapa Gading),79.0000
"2012-08-09",DKI2 (Kelapa Gading),86.0000
"2012-08-10",DKI2 (Kelapa Gading),98.0000
"2012-08-11",DKI2 (Kelapa Gading),81.0000
"2012-08-12",DKI2 (Kelapa Gading),79.0000
"2012-08-13",DKI2 (Kelapa Gading),77.0000
"2012-08-14",DKI2 (Kelapa Gading),69.0000
"2012-08-15",DKI2 (Kelapa Gading),66.0000
"2012-08-16",DKI2 (Kelapa Gading),72.0000
"2012-08-17",DKI2 (Kelapa Gading),70.0000
"2012-08-18",DKI2 (Kelapa Gading),77.0000
"2012-08-19",DKI2 (Kelapa Gading),70.0000
"2012-08-20",DKI2 (Kelapa Gading),56.0000
"2012-08-21",DKI2 (Kelapa Gading),66.0000
"2012-08-22",DKI2 (Kelapa Gading),58.0000
"2012-08-23",DKI2 (Kelapa Gading),63.0000
"2012-08-24",DKI2 (Kelapa Gading),66.0000
"2012-08-25",DKI2 (Kelapa Gading),72.0000
"2012-08-26",DKI2 (Kelapa Gading),75.0000
"2012-08-27",DKI2 (Kelapa Gading),69.0000
"2012-08-28",DKI2 (Kelapa Gading),100.0000
"2012-08-29",DKI2 (Kelapa Gading),99.0000
"2012-08-30",DKI2 (Kelapa Gading),74.0000
"2012-08-31",DKI2 (Kelapa Gading),72.0000
"2012-04-01",DKI2 (Kelapa Gading),207.0000
"2012-04-02",DKI2 (Kelapa Gading),191.0000
"2012-04-03",DKI2 (Kelapa Gading),208.0000
"2012-04-04",DKI2 (Kelapa Gading),101.0000
"2012-04-05",DKI2 (Kelapa Gading),99.0000
"2012-04-06",DKI2 (Kelapa Gading),80.0000
"2012-04-07",DKI2 (Kelapa Gading),92.0000
"2012-04-08",DKI2 (Kelapa Gading),133.0000
"2012-04-09",DKI2 (Kelapa Gading),151.0000
"2012-04-10",DKI2 (Kelapa Gading),89.0000
"2012-04-11",DKI2 (Kelapa Gading),110.0000
"2012-04-12",DKI2 (Kelapa Gading),147.0000
"2012-04-13",DKI2 (Kelapa Gading),126.0000
"2012-04-14",DKI2 (Kelapa Gading),141.0000
"2012-04-15",DKI2 (Kelapa Gading),194.0000
"2012-04-16",DKI2 (Kelapa Gading),167.0000
"2012-04-17",DKI2 (Kelapa Gading),210.0000
"2012-04-18",DKI2 (Kelapa Gading),144.0000
"2012-04-19",DKI2 (Kelapa Gading),211.0000
"2012-04-20",DKI2 (Kelapa Gading),212.0000
"2012-04-21",DKI2 (Kelapa Gading),214.0000
"2012-04-22",DKI2 (Kelapa Gading),200.0000
"2012-04-23",DKI2 (Kelapa Gading),187.0000
"2012-04-24",DKI2 (Kelapa Gading),150.0000
"2012-04-25",DKI2 (Kelapa Gading),215.0000
"2012-04-26",DKI2 (Kelapa Gading),220.0000
"2012-04-27",DKI2 (Kelapa Gading),111.0000
"2012-04-28",DKI2 (Kelapa Gading),164.0000
"2012-04-29",DKI2 (Kelapa Gading),199.0000
"2012-04-30",DKI2 (Kelapa Gading),135.0000
"2012-12-01",DKI2 (Kelapa Gading),106.0000
"2012-12-02",DKI2 (Kelapa Gading),222.0000
"2012-12-03",DKI2 (Kelapa Gading),212.0000
"2012-12-04",DKI2 (Kelapa Gading),202.0000
"2012-12-05",DKI2 (Kelapa Gading),77.0000
"2012-12-06",DKI2 (Kelapa Gading),219.0000
"2012-12-07",DKI2 (Kelapa Gading),179.0000
"2012-12-08",DKI2 (Kelapa Gading),210.0000
"2012-12-09",DKI2 (Kelapa Gading),228.0000
"2012-12-10",DKI2 (Kelapa Gading),229.0000
"2012-12-11",DKI2 (Kelapa Gading),185.0000
"2012-12-12",DKI2 (Kelapa Gading),163.0000
"2012-12-13",DKI2 (Kelapa Gading),135.0000
"2012-12-14",DKI2 (Kelapa Gading),223.0000
"2012-12-15",DKI2 (Kelapa Gading),214.0000
"2012-12-16",DKI2 (Kelapa Gading),215.0000
"2012-12-17",DKI2 (Kelapa Gading),124.0000
"2012-12-18",DKI2 (Kelapa Gading),107.0000
"2012-12-19",DKI2 (Kelapa Gading),168.0000
"2012-12-20",DKI2 (Kelapa Gading),155.0000
"2012-12-21",DKI2 (Kelapa Gading),185.0000
"2012-12-22",DKI2 (Kelapa Gading),217.0000
"2012-12-23",DKI2 (Kelapa Gading),209.0000
"2012-12-24",DKI2 (Kelapa Gading),178.0000
"2012-12-25",DKI2 (Kelapa Gading),192.0000
"2012-12-26",DKI2 (Kelapa Gading),205.0000
"2012-12-27",DKI2 (Kelapa Gading),218.0000
"2012-12-28",DKI2 (Kelapa Gading),210.0000
"2012-12-29",DKI2 (Kelapa Gading),215.0000
"2012-12-30",DKI2 (Kelapa Gading),215.0000
"2012-12-31",DKI2 (Kelapa Gading),153.0000
"2012-02-01",DKI2 (Kelapa Gading),105.0000
"2012-02-02",DKI2 (Kelapa Gading),70.0000
"2012-02-03",DKI2 (Kelapa Gading),52.0000
"2012-02-04",DKI2 (Kelapa Gading),57.0000
"2012-02-05",DKI2 (Kelapa Gading),90.0000
"2012-02-06",DKI2 (Kelapa Gading),70.0000
"2012-02-07",DKI2 (Kelapa Gading),52.0000
"2012-02-08",DKI2 (Kelapa Gading),55.0000
"2012-02-09",DKI2 (Kelapa Gading),
"2012-02-10",DKI2 (Kelapa Gading),112.0000
"2012-02-11",DKI2 (Kelapa Gading),134.0000
"2012-02-12",DKI2 (Kelapa Gading),91.0000
"2012-02-13",DKI2 (Kelapa Gading),171.0000
"2012-02-14",DKI2 (Kelapa Gading),100.0000
"2012-02-15",DKI2 (Kelapa Gading),157.0000
"2012-02-16",DKI2 (Kelapa Gading),93.0000
"2012-02-17",DKI2 (Kelapa Gading),154.0000
"2012-02-18",DKI2 (Kelapa Gading),96.0000
"2012-02-19",DKI2 (Kelapa Gading),87.0000
"2012-02-20",DKI2 (Kelapa Gading),70.0000
"2012-02-21",DKI2 (Kelapa Gading),175.0000
"2012-02-22",DKI2 (Kelapa Gading),66.0000
"2012-02-23",DKI2 (Kelapa Gading),147.0000
"2012-02-24",DKI2 (Kelapa Gading),151.0000
"2012-02-25",DKI2 (Kelapa Gading),160.0000
"2012-02-26",DKI2 (Kelapa Gading),162.0000
"2012-02-27",DKI2 (Kelapa Gading),114.0000
"2012-02-28",DKI2 (Kelapa Gading),232.0000
"2012-02-29",DKI2 (Kelapa Gading),170.0000
"2012-01-01",DKI2 (Kelapa Gading),63.0000
"2012-01-02",DKI2 (Kelapa Gading),55.0000
"2012-01-03",DKI2 (Kelapa Gading),77.0000
"2012-01-04",DKI2 (Kelapa Gading),76.0000
"2012-01-05",DKI2 (Kelapa Gading),157.0000
"2012-01-06",DKI2 (Kelapa Gading),68.0000
"2012-01-07",DKI2 (Kelapa Gading),73.0000
"2012-01-08",DKI2 (Kelapa Gading),90.0000
"2012-01-09",DKI2 (Kelapa Gading),69.0000
"2012-01-10",DKI2 (Kelapa Gading),69.0000
"2012-01-11",DKI2 (Kelapa Gading),75.0000
"2012-01-12",DKI2 (Kelapa Gading),52.0000
"2012-01-13",DKI2 (Kelapa Gading),55.0000
"2012-01-14",DKI2 (Kelapa Gading),54.0000
"2012-01-15",DKI2 (Kelapa Gading),89.0000
"2012-01-16",DKI2 (Kelapa Gading),86.0000
"2012-01-17",DKI2 (Kelapa Gading),94.0000
"2012-01-18",DKI2 (Kelapa Gading),98.0000
"2012-01-19",DKI2 (Kelapa Gading),65.0000
"2012-01-20",DKI2 (Kelapa Gading),73.0000
"2012-01-21",DKI2 (Kelapa Gading),74.0000
"2012-01-22",DKI2 (Kelapa Gading),95.0000
"2012-01-23",DKI2 (Kelapa Gading),78.0000
"2012-01-24",DKI2 (Kelapa Gading),35.0000
"2012-01-25",DKI2 (Kelapa Gading),61.0000
"2012-01-26",DKI2 (Kelapa Gading),81.0000
"2012-01-27",DKI2 (Kelapa Gading),96.0000
"2012-01-28",DKI2 (Kelapa Gading),75.0000
"2012-01-29",DKI2 (Kelapa Gading),75.0000
"2012-01-30",DKI2 (Kelapa Gading),130.0000
"2012-01-31",DKI2 (Kelapa Gading),61.0000
"2012-07-01",DKI2 (Kelapa Gading),63.0000
"2012-07-02",DKI2 (Kelapa Gading),70.0000
"2012-07-03",DKI2 (Kelapa Gading),69.0000
"2012-07-04",DKI2 (Kelapa Gading),73.0000
"2012-07-05",DKI2 (Kelapa Gading),67.0000
"2012-07-06",DKI2 (Kelapa Gading),73.0000
"2012-07-07",DKI2 (Kelapa Gading),101.0000
"2012-07-08",DKI2 (Kelapa Gading),78.0000
"2012-07-09",DKI2 (Kelapa Gading),80.0000
"2012-07-10",DKI2 (Kelapa Gading),81.0000
"2012-07-11",DKI2 (Kelapa Gading),78.0000
"2012-07-12",DKI2 (Kelapa Gading),131.0000
"2012-07-13",DKI2 (Kelapa Gading),126.0000
"2012-07-14",DKI2 (Kelapa Gading),118.0000
"2012-07-15",DKI2 (Kelapa Gading),79.0000
"2012-07-16",DKI2 (Kelapa Gading),74.0000
"2012-07-17",DKI2 (Kelapa Gading),126.0000
"2012-07-18",DKI2 (Kelapa Gading),128.0000
"2012-07-19",DKI2 (Kelapa Gading),110.0000
"2012-07-20",DKI2 (Kelapa Gading),67.0000
"2012-07-21",DKI2 (Kelapa Gading),65.0000
"2012-07-22",DKI2 (Kelapa Gading),67.0000
"2012-07-23",DKI2 (Kelapa Gading),123.0000
"2012-07-24",DKI2 (Kelapa Gading),108.0000
"2012-07-25",DKI2 (Kelapa Gading),290.0000
"2012-07-26",DKI2 (Kelapa Gading),283.0000
"2012-07-27",DKI2 (Kelapa Gading),276.0000
"2012-07-28",DKI2 (Kelapa Gading),288.0000
"2012-07-29",DKI2 (Kelapa Gading),234.0000
"2012-07-30",DKI2 (Kelapa Gading),215.0000
"2012-07-31",DKI2 (Kelapa Gading),221.0000
"2012-06-01",DKI2 (Kelapa Gading),107.0000
"2012-06-02",DKI2 (Kelapa Gading),140.0000
"2012-06-03",DKI2 (Kelapa Gading),129.0000
"2012-06-04",DKI2 (Kelapa Gading),93.0000
"2012-06-05",DKI2 (Kelapa Gading),169.0000
"2012-06-06",DKI2 (Kelapa Gading),201.0000
"2012-06-07",DKI2 (Kelapa Gading),137.0000
"2012-06-08",DKI2 (Kelapa Gading),141.0000
"2012-06-09",DKI2 (Kelapa Gading),215.0000
"2012-06-10",DKI2 (Kelapa Gading),208.0000
"2012-06-11",DKI2 (Kelapa Gading),204.0000
"2012-06-12",DKI2 (Kelapa Gading),168.0000
"2012-06-13",DKI2 (Kelapa Gading),138.0000
"2012-06-14",DKI2 (Kelapa Gading),155.0000
"2012-06-15",DKI2 (Kelapa Gading),216.0000
"2012-06-16",DKI2 (Kelapa Gading),209.0000
"2012-06-17",DKI2 (Kelapa Gading),83.0000
"2012-06-18",DKI2 (Kelapa Gading),74.0000
"2012-06-19",DKI2 (Kelapa Gading),66.0000
"2012-06-20",DKI2 (Kelapa Gading),69.0000
"2012-06-21",DKI2 (Kelapa Gading),83.0000
"2012-06-22",DKI2 (Kelapa Gading),123.0000
"2012-06-23",DKI2 (Kelapa Gading),96.0000
"2012-06-24",DKI2 (Kelapa Gading),187.0000
"2012-06-25",DKI2 (Kelapa Gading),74.0000
"2012-06-26",DKI2 (Kelapa Gading),46.0000
"2012-06-27",DKI2 (Kelapa Gading),98.0000
"2012-06-28",DKI2 (Kelapa Gading),95.0000
"2012-06-29",DKI2 (Kelapa Gading),83.0000
"2012-06-30",DKI2 (Kelapa Gading),67.0000
"2012-03-01",DKI2 (Kelapa Gading),137.0000
"2012-03-02",DKI2 (Kelapa Gading),136.0000
"2012-03-03",DKI2 (Kelapa Gading),73.0000
"2012-03-04",DKI2 (Kelapa Gading),94.0000
"2012-03-05",DKI2 (Kelapa Gading),140.0000
"2012-03-06",DKI2 (Kelapa Gading),83.0000
"2012-03-07",DKI2 (Kelapa Gading),99.0000
"2012-03-08",DKI2 (Kelapa Gading),95.0000
"2012-03-09",DKI2 (Kelapa Gading),88.0000
"2012-03-10",DKI2 (Kelapa Gading),115.0000
"2012-03-11",DKI2 (Kelapa Gading),100.0000
"2012-03-12",DKI2 (Kelapa Gading),177.0000
"2012-03-13",DKI2 (Kelapa Gading),96.0000
"2012-03-14",DKI2 (Kelapa Gading),143.0000
"2012-03-15",DKI2 (Kelapa Gading),78.0000
"2012-03-16",DKI2 (Kelapa Gading),131.0000
"2012-03-17",DKI2 (Kelapa Gading),90.0000
"2012-03-18",DKI2 (Kelapa Gading),99.0000
"2012-03-19",DKI2 (Kelapa Gading),92.0000
"2012-03-20",DKI2 (Kelapa Gading),30.0000
"2012-03-21",DKI2 (Kelapa Gading),36.0000
"2012-03-22",DKI2 (Kelapa Gading),48.0000
"2012-03-23",DKI2 (Kelapa Gading),
"2012-03-24",DKI2 (Kelapa Gading),122.0000
"2012-03-25",DKI2 (Kelapa Gading),125.0000
"2012-03-26",DKI2 (Kelapa Gading),98.0000
"2012-03-27",DKI2 (Kelapa Gading),136.0000
"2012-03-28",DKI2 (Kelapa Gading),95.0000
"2012-03-29",DKI2 (Kelapa Gading),142.0000
"2012-03-30",DKI2 (Kelapa Gading),112.0000
"2012-03-31",DKI2 (Kelapa Gading),204.0000
"2012-05-01",DKI2 (Kelapa Gading),100.0000
"2012-05-02",DKI2 (Kelapa Gading),236.0000
"2012-05-03",DKI2 (Kelapa Gading),226.0000
"2012-05-04",DKI2 (Kelapa Gading),226.0000
"2012-05-05",DKI2 (Kelapa Gading),116.0000
"2012-05-06",DKI2 (Kelapa Gading),180.0000
"2012-05-07",DKI2 (Kelapa Gading),147.0000
"2012-05-08",DKI2 (Kelapa Gading),115.0000
"2012-05-09",DKI2 (Kelapa Gading),164.0000
"2012-05-10",DKI2 (Kelapa Gading),170.0000
"2012-05-11",DKI2 (Kelapa Gading),173.0000
"2012-05-12",DKI2 (Kelapa Gading),164.0000
"2012-05-13",DKI2 (Kelapa Gading),207.0000
"2012-05-14",DKI2 (Kelapa Gading),144.0000
"2012-05-15",DKI2 (Kelapa Gading),164.0000
"2012-05-16",DKI2 (Kelapa Gading),196.0000
"2012-05-17",DKI2 (Kelapa Gading),178.0000
"2012-05-18",DKI2 (Kelapa Gading),165.0000
"2012-05-19",DKI2 (Kelapa Gading),146.0000
"2012-05-20",DKI2 (Kelapa Gading),213.0000
"2012-05-21",DKI2 (Kelapa Gading),164.0000
"2012-05-22",DKI2 (Kelapa Gading),165.0000
"2012-05-23",DKI2 (Kelapa Gading),140.0000
"2012-05-24",DKI2 (Kelapa Gading),89.0000
"2012-05-25",DKI2 (Kelapa Gading),80.0000
"2012-05-26",DKI2 (Kelapa Gading),81.0000
"2012-05-27",DKI2 (Kelapa Gading),65.0000
"2012-05-28",DKI2 (Kelapa Gading),164.0000
"2012-05-29",DKI2 (Kelapa Gading),187.0000
"2012-05-30",DKI2 (Kelapa Gading),
"2012-05-31",DKI2 (Kelapa Gading),88.0000
"2012-11-01",DKI2 (Kelapa Gading),276.0000
"2012-11-02",DKI2 (Kelapa Gading),270.0000
"2012-11-03",DKI2 (Kelapa Gading),282.0000
"2012-11-04",DKI2 (Kelapa Gading),314.0000
"2012-11-05",DKI2 (Kelapa Gading),297.0000
"2012-11-06",DKI2 (Kelapa Gading),270.0000
"2012-11-07",DKI2 (Kelapa Gading),243.0000
"2012-11-08",DKI2 (Kelapa Gading),287.0000
"2012-11-09",DKI2 (Kelapa Gading),264.0000
"2012-11-10",DKI2 (Kelapa Gading),271.0000
"2012-11-11",DKI2 (Kelapa Gading),267.0000
"2012-11-12",DKI2 (Kelapa Gading),246.0000
"2012-11-13",DKI2 (Kelapa Gading),270.0000
"2012-11-14",DKI2 (Kelapa Gading),279.0000
"2012-11-15",DKI2 (Kelapa Gading),261.0000
"2012-11-16",DKI2 (Kelapa Gading),83.0000
"2012-11-17",DKI2 (Kelapa Gading),266.0000
"2012-11-18",DKI2 (Kelapa Gading),47.0000
"2012-11-19",DKI2 (Kelapa Gading),221.0000
"2012-11-20",DKI2 (Kelapa Gading),261.0000
"2012-11-21",DKI2 (Kelapa Gading),154.0000
"2012-11-22",DKI2 (Kelapa Gading),185.0000
"2012-11-23",DKI2 (Kelapa Gading),203.0000
"2012-11-24",DKI2 (Kelapa Gading),200.0000
"2012-11-25",DKI2 (Kelapa Gading),238.0000
"2012-11-26",DKI2 (Kelapa Gading),203.0000
"2012-11-27",DKI2 (Kelapa Gading),215.0000
"2012-11-28",DKI2 (Kelapa Gading),227.0000
"2012-11-29",DKI2 (Kelapa Gading),218.0000
"2012-11-30",DKI2 (Kelapa Gading),137.0000
"2012-10-01",DKI2 (Kelapa Gading),219.0000
"2012-10-02",DKI2 (Kelapa Gading),295.0000
"2012-10-03",DKI2 (Kelapa Gading),236.0000
"2012-10-04",DKI2 (Kelapa Gading),201.0000
"2012-10-05",DKI2 (Kelapa Gading),238.0000
"2012-10-06",DKI2 (Kelapa Gading),212.0000
"2012-10-07",DKI2 (Kelapa Gading),210.0000
"2012-10-08",DKI2 (Kelapa Gading),238.0000
"2012-10-09",DKI2 (Kelapa Gading),205.0000
