"tanggal","stasiun","max"
"2015-09-06",DKI2 (Kelapa Gading),62.0000
"2015-09-07",DKI2 (Kelapa Gading),56.0000
"2015-09-08",DKI2 (Kelapa Gading),60.0000
"2015-09-09",DKI2 (Kelapa Gading),58.0000
"2015-09-10",DKI2 (Kelapa Gading),68.0000
"2015-09-11",DKI2 (Kelapa Gading),61.0000
"2015-09-12",DKI2 (Kelapa Gading),70.0000
"2015-09-13",DKI2 (Kelapa Gading),87.0000
"2015-09-14",DKI2 (Kelapa Gading),114.0000
"2015-09-15",DKI2 (Kelapa Gading),72.0000
"2015-09-16",DKI2 (Kelapa Gading),66.0000
"2015-09-17",DKI2 (Kelapa Gading),72.0000
"2015-09-18",DKI2 (Kelapa Gading),66.0000
"2015-09-19",DKI2 (Kelapa Gading),69.0000
"2015-09-20",DKI2 (Kelapa Gading),68.0000
"2015-09-21",DKI2 (Kelapa Gading),65.0000
"2015-09-22",DKI2 (Kelapa Gading),93.0000
"2015-09-23",DKI2 (Kelapa Gading),87.0000
"2015-09-24",DKI2 (Kelapa Gading),86.0000
"2015-09-25",DKI2 (Kelapa Gading),87.0000
"2015-09-26",DKI2 (Kelapa Gading),63.0000
"2015-09-27",DKI2 (Kelapa Gading),73.0000
"2015-09-28",DKI2 (Kelapa Gading),67.0000
"2015-09-29",DKI2 (Kelapa Gading),82.0000
"2015-09-30",DKI2 (Kelapa Gading),69.0000
"2016-08-01",DKI2 (Kelapa Gading),68.0000
"2016-08-02",DKI2 (Kelapa Gading),102.0000
"2016-08-03",DKI2 (Kelapa Gading),88.0000
"2016-08-04",DKI2 (Kelapa Gading),100.0000
"2016-08-05",DKI2 (Kelapa Gading),60.0000
"2016-08-06",DKI2 (Kelapa Gading),69.5000
"2016-08-07",DKI2 (Kelapa Gading),83.5000
"2016-08-08",DKI2 (Kelapa Gading),78.0000
"2016-08-09",DKI2 (Kelapa Gading),69.0000
"2016-08-10",DKI2 (Kelapa Gading),58.0000
"2016-08-11",DKI2 (Kelapa Gading),61.5000
"2016-08-12",DKI2 (Kelapa Gading),83.5000
"2016-08-13",DKI2 (Kelapa Gading),66.5000
"2016-08-14",DKI2 (Kelapa Gading),58.5000
"2016-08-15",DKI2 (Kelapa Gading),119.5000
"2016-08-16",DKI2 (Kelapa Gading),77.5000
"2016-08-17",DKI2 (Kelapa Gading),66.0000
"2016-08-18",DKI2 (Kelapa Gading),70.5000
"2016-08-19",DKI2 (Kelapa Gading),60.0000
"2016-08-20",DKI2 (Kelapa Gading),73.5000
"2016-08-21",DKI2 (Kelapa Gading),65.5000
"2016-08-22",DKI2 (Kelapa Gading),57.0000
"2016-08-23",DKI2 (Kelapa Gading),115.5000
"2016-08-24",DKI2 (Kelapa Gading),76.5000
"2016-08-25",DKI2 (Kelapa Gading),102.0000
"2016-08-26",DKI2 (Kelapa Gading),68.5000
"2016-08-27",DKI2 (Kelapa Gading),82.5000
"2016-08-28",DKI2 (Kelapa Gading),55.5000
"2016-08-29",DKI2 (Kelapa Gading),65.5000
"2016-08-30",DKI2 (Kelapa Gading),59.5000
"2016-08-31",DKI2 (Kelapa Gading),73.0000
"2016-04-01",DKI2 (Kelapa Gading),69.0000
"2016-04-02",DKI2 (Kelapa Gading),64.0000
"2016-04-03",DKI2 (Kelapa Gading),53.0000
"2016-04-04",DKI2 (Kelapa Gading),50.0000
"2016-04-05",DKI2 (Kelapa Gading),48.0000
"2016-04-06",DKI2 (Kelapa Gading),58.0000
"2016-04-07",DKI2 (Kelapa Gading),55.0000
"2016-04-08",DKI2 (Kelapa Gading),55.0000
"2016-04-09",DKI2 (Kelapa Gading),94.0000
"2016-04-10",DKI2 (Kelapa Gading),66.0000
"2016-04-11",DKI2 (Kelapa Gading),77.0000
"2016-04-12",DKI2 (Kelapa Gading),63.0000
"2016-04-13",DKI2 (Kelapa Gading),54.0000
"2016-04-14",DKI2 (Kelapa Gading),123.0000
"2016-04-15",DKI2 (Kelapa Gading),117.0000
"2016-04-16",DKI2 (Kelapa Gading),60.0000
"2016-04-17",DKI2 (Kelapa Gading),52.0000
"2016-04-18",DKI2 (Kelapa Gading),58.0000
"2016-04-19",DKI2 (Kelapa Gading),53.0000
"2016-04-20",DKI2 (Kelapa Gading),66.0000
"2016-04-21",DKI2 (Kelapa Gading),91.0000
"2016-04-22",DKI2 (Kelapa Gading),53.0000
"2016-04-23",DKI2 (Kelapa Gading),50.0000
"2016-04-24",DKI2 (Kelapa Gading),63.0000
"2016-04-25",DKI2 (Kelapa Gading),65.0000
"2016-04-26",DKI2 (Kelapa Gading),51.0000
"2016-04-27",DKI2 (Kelapa Gading),62.0000
"2016-04-28",DKI2 (Kelapa Gading),61.0000
"2016-04-29",DKI2 (Kelapa Gading),50.0000
"2016-04-30",DKI2 (Kelapa Gading),63.0000
"2016-12-01",DKI2 (Kelapa Gading),52.0000
"2016-12-02",DKI2 (Kelapa Gading),43.0000
"2016-12-03",DKI2 (Kelapa Gading),34.0000
"2016-12-04",DKI2 (Kelapa Gading),35.0000
"2016-12-05",DKI2 (Kelapa Gading),36.0000
"2016-12-06",DKI2 (Kelapa Gading),33.0000
"2016-12-07",DKI2 (Kelapa Gading),56.0000
"2016-12-12",DKI2 (Kelapa Gading),52.0000
"2016-12-09",DKI2 (Kelapa Gading),54.0000
"2016-12-10",DKI2 (Kelapa Gading),36.0000
"2016-12-11",DKI2 (Kelapa Gading),39.0000
"2016-12-13",DKI2 (Kelapa Gading),46.0000
"2016-12-14",DKI2 (Kelapa Gading),53.0000
"2016-12-15",DKI2 (Kelapa Gading),33.0000
"2016-12-16",DKI2 (Kelapa Gading),39.0000
"2016-12-17",DKI2 (Kelapa Gading),40.0000
"2016-12-18",DKI2 (Kelapa Gading),48.0000
"2016-12-19",DKI2 (Kelapa Gading),37.0000
"2016-12-20",DKI2 (Kelapa Gading),34.0000
"2016-12-21",DKI2 (Kelapa Gading),37.0000
"2016-12-22",DKI2 (Kelapa Gading),34.0000
"2016-12-23",DKI2 (Kelapa Gading),32.0000
"2016-12-24",DKI2 (Kelapa Gading),39.0000
"2016-12-25",DKI2 (Kelapa Gading),42.0000
"2016-12-26",DKI2 (Kelapa Gading),62.0000
"2016-12-27",DKI2 (Kelapa Gading),51.0000
"2016-12-28",DKI2 (Kelapa Gading),41.0000
"2016-12-29",DKI2 (Kelapa Gading),39.0000
"2016-12-30",DKI2 (Kelapa Gading),39.0000
"2016-12-31",DKI2 (Kelapa Gading),59.0000
"2016-02-01",DKI2 (Kelapa Gading),38.0000
"2016-02-02",DKI2 (Kelapa Gading),43.0000
"2016-02-03",DKI2 (Kelapa Gading),57.0000
"2016-02-04",DKI2 (Kelapa Gading),55.0000
"2016-02-05",DKI2 (Kelapa Gading),51.0000
"2016-02-06",DKI2 (Kelapa Gading),87.0000
"2016-02-07",DKI2 (Kelapa Gading),50.0000
"2016-02-08",DKI2 (Kelapa Gading),40.0000
"2016-02-09",DKI2 (Kelapa Gading),48.0000
"2016-02-10",DKI2 (Kelapa Gading),38.0000
"2016-02-11",DKI2 (Kelapa Gading),48.0000
"2016-02-12",DKI2 (Kelapa Gading),41.0000
"2016-02-13",DKI2 (Kelapa Gading),73.0000
"2016-02-14",DKI2 (Kelapa Gading),86.0000
"2016-02-15",DKI2 (Kelapa Gading),63.0000
"2016-02-16",DKI2 (Kelapa Gading),50.0000
"2016-02-17",DKI2 (Kelapa Gading),44.0000
"2016-02-18",DKI2 (Kelapa Gading),56.0000
"2016-02-19",DKI2 (Kelapa Gading),78.0000
"2016-02-20",DKI2 (Kelapa Gading),62.0000
"2016-02-21",DKI2 (Kelapa Gading),52.0000
"2016-02-22",DKI2 (Kelapa Gading),44.0000
"2016-02-23",DKI2 (Kelapa Gading),67.0000
"2016-02-24",DKI2 (Kelapa Gading),58.0000
"2016-02-25",DKI2 (Kelapa Gading),41.0000
"2016-02-26",DKI2 (Kelapa Gading),39.0000
"2016-02-27",DKI2 (Kelapa Gading),50.0000
"2016-02-28",DKI2 (Kelapa Gading),53.0000
"2016-02-29",DKI2 (Kelapa Gading),49.0000
"2016-01-01",DKI2 (Kelapa Gading),69.0000
"2016-01-02",DKI2 (Kelapa Gading),44.0000
"2016-01-03",DKI2 (Kelapa Gading),43.0000
"2016-01-04",DKI2 (Kelapa Gading),103.0000
"2016-01-05",DKI2 (Kelapa Gading),67.0000
"2016-01-06",DKI2 (Kelapa Gading),64.0000
"2016-01-07",DKI2 (Kelapa Gading),70.0000
"2016-01-08",DKI2 (Kelapa Gading),62.0000
"2016-01-09",DKI2 (Kelapa Gading),68.0000
"2016-01-10",DKI2 (Kelapa Gading),86.0000
"2016-01-11",DKI2 (Kelapa Gading),93.0000
"2016-01-12",DKI2 (Kelapa Gading),60.0000
"2016-01-13",DKI2 (Kelapa Gading),57.0000
"2016-01-14",DKI2 (Kelapa Gading),59.0000
"2016-01-15",DKI2 (Kelapa Gading),60.0000
"2016-01-16",DKI2 (Kelapa Gading),78.0000
"2016-01-17",DKI2 (Kelapa Gading),146.0000
"2016-01-18",DKI2 (Kelapa Gading),107.0000
"2016-01-19",DKI2 (Kelapa Gading),74.0000
"2016-01-20",DKI2 (Kelapa Gading),66.0000
"2016-01-21",DKI2 (Kelapa Gading),54.0000
"2016-01-22",DKI2 (Kelapa Gading),60.0000
"2016-01-23",DKI2 (Kelapa Gading),49.0000
"2016-01-24",DKI2 (Kelapa Gading),45.0000
"2016-01-25",DKI2 (Kelapa Gading),43.0000
"2016-01-26",DKI2 (Kelapa Gading),58.0000
"2016-01-27",DKI2 (Kelapa Gading),75.0000
"2016-01-28",DKI2 (Kelapa Gading),61.0000
"2016-01-29",DKI2 (Kelapa Gading),83.0000
"2016-01-30",DKI2 (Kelapa Gading),62.0000
"2016-01-31",DKI2 (Kelapa Gading),44.0000
"2016-07-01",DKI2 (Kelapa Gading),58.0000
"2016-07-02",DKI2 (Kelapa Gading),104.0000
"2016-07-03",DKI2 (Kelapa Gading),55.0000
"2016-07-04",DKI2 (Kelapa Gading),40.0000
"2016-07-05",DKI2 (Kelapa Gading),49.0000
"2016-07-06",DKI2 (Kelapa Gading),55.0000
"2016-07-07",DKI2 (Kelapa Gading),47.0000
"2016-07-08",DKI2 (Kelapa Gading),52.0000
"2016-07-09",DKI2 (Kelapa Gading),55.0000
"2016-07-10",DKI2 (Kelapa Gading),57.0000
"2016-07-11",DKI2 (Kelapa Gading),58.0000
"2016-07-12",DKI2 (Kelapa Gading),76.0000
"2016-07-13",DKI2 (Kelapa Gading),67.0000
"2016-07-14",DKI2 (Kelapa Gading),65.0000
"2016-07-15",DKI2 (Kelapa Gading),56.0000
"2016-07-16",DKI2 (Kelapa Gading),51.0000
"2016-07-17",DKI2 (Kelapa Gading),58.0000
"2016-07-18",DKI2 (Kelapa Gading),109.0000
"2016-07-19",DKI2 (Kelapa Gading),74.0000
"2016-07-20",DKI2 (Kelapa Gading),76.0000
"2016-07-21",DKI2 (Kelapa Gading),60.0000
"2016-07-22",DKI2 (Kelapa Gading),73.0000
"2016-07-23",DKI2 (Kelapa Gading),58.0000
"2016-07-24",DKI2 (Kelapa Gading),77.0000
"2016-07-25",DKI2 (Kelapa Gading),90.0000
"2016-07-26",DKI2 (Kelapa Gading),173.0000
"2016-07-27",DKI2 (Kelapa Gading),113.0000
"2016-07-28",DKI2 (Kelapa Gading),61.0000
"2016-07-29",DKI2 (Kelapa Gading),66.0000
"2016-07-30",DKI2 (Kelapa Gading),94.0000
"2016-07-31",DKI2 (Kelapa Gading),65.0000
"2016-06-01",DKI2 (Kelapa Gading),119.0000
"2016-06-02",DKI2 (Kelapa Gading),57.0000
"2016-06-03",DKI2 (Kelapa Gading),140.0000
"2016-06-04",DKI2 (Kelapa Gading),88.0000
"2016-06-05",DKI2 (Kelapa Gading),74.0000
"2016-06-06",DKI2 (Kelapa Gading),99.0000
"2016-06-07",DKI2 (Kelapa Gading),77.0000
"2016-06-08",DKI2 (Kelapa Gading),54.0000
"2016-06-09",DKI2 (Kelapa Gading),59.0000
"2016-06-10",DKI2 (Kelapa Gading),72.0000
"2016-06-11",DKI2 (Kelapa Gading),47.0000
"2016-06-12",DKI2 (Kelapa Gading),89.0000
"2016-06-13",DKI2 (Kelapa Gading),62.0000
"2016-06-14",DKI2 (Kelapa Gading),83.0000
"2016-06-15",DKI2 (Kelapa Gading),63.0000
"2016-06-16",DKI2 (Kelapa Gading),44.0000
"2016-06-17",DKI2 (Kelapa Gading),66.0000
"2016-06-18",DKI2 (Kelapa Gading),40.0000
"2016-06-19",DKI2 (Kelapa Gading),88.0000
"2016-06-20",DKI2 (Kelapa Gading),79.0000
"2016-06-21",DKI2 (Kelapa Gading),109.0000
"2016-06-22",DKI2 (Kelapa Gading),126.0000
"2016-06-23",DKI2 (Kelapa Gading),108.0000
"2016-06-24",DKI2 (Kelapa Gading),90.0000
"2016-06-25",DKI2 (Kelapa Gading),73.0000
"2016-06-26",DKI2 (Kelapa Gading),74.0000
"2016-06-27",DKI2 (Kelapa Gading),73.0000
"2016-06-28",DKI2 (Kelapa Gading),72.0000
"2016-06-29",DKI2 (Kelapa Gading),84.0000
"2016-06-30",DKI2 (Kelapa Gading),59.0000
"2016-03-01",DKI2 (Kelapa Gading),37.0000
"2016-03-02",DKI2 (Kelapa Gading),33.0000
"2016-03-03",DKI2 (Kelapa Gading),49.0000
"2016-03-04",DKI2 (Kelapa Gading),39.0000
"2016-03-05",DKI2 (Kelapa Gading),40.0000
"2016-03-06",DKI2 (Kelapa Gading),53.0000
"2016-03-07",DKI2 (Kelapa Gading),59.0000
"2016-03-08",DKI2 (Kelapa Gading),53.0000
"2016-03-09",DKI2 (Kelapa Gading),65.0000
"2016-03-10",DKI2 (Kelapa Gading),101.0000
"2016-03-11",DKI2 (Kelapa Gading),89.0000
"2016-03-12",DKI2 (Kelapa Gading),109.0000
"2016-03-13",DKI2 (Kelapa Gading),70.0000
"2016-03-14",DKI2 (Kelapa Gading),66.0000
"2016-03-15",DKI2 (Kelapa Gading),173.0000
"2016-03-16",DKI2 (Kelapa Gading),119.0000
"2016-03-17",DKI2 (Kelapa Gading),120.0000
"2016-03-18",DKI2 (Kelapa Gading),36.0000
"2016-03-19",DKI2 (Kelapa Gading),91.0000
"2016-03-20",DKI2 (Kelapa Gading),91.0000
"2016-03-21",DKI2 (Kelapa Gading),54.0000
"2016-03-22",DKI2 (Kelapa Gading),74.0000
"2016-03-23",DKI2 (Kelapa Gading),74.0000
"2016-03-24",DKI2 (Kelapa Gading),122.0000
"2016-03-25",DKI2 (Kelapa Gading),136.0000
"2016-03-26",DKI2 (Kelapa Gading),61.0000
"2016-03-27",DKI2 (Kelapa Gading),61.0000
"2016-03-28",DKI2 (Kelapa Gading),38.0000
"2016-03-29",DKI2 (Kelapa Gading),35.0000
"2016-03-30",DKI2 (Kelapa Gading),66.0000
"2016-03-31",DKI2 (Kelapa Gading),68.0000
"2016-05-01",DKI2 (Kelapa Gading),48.0000
"2016-05-02",DKI2 (Kelapa Gading),54.0000
"2016-05-03",DKI2 (Kelapa Gading),62.0000
"2016-05-04",DKI2 (Kelapa Gading),56.0000
"2016-05-05",DKI2 (Kelapa Gading),56.0000
"2016-05-06",DKI2 (Kelapa Gading),95.0000
"2016-05-07",DKI2 (Kelapa Gading),93.0000
"2016-05-08",DKI2 (Kelapa Gading),84.0000
"2016-05-09",DKI2 (Kelapa Gading),145.0000
"2016-05-10",DKI2 (Kelapa Gading),76.0000
"2016-05-11",DKI2 (Kelapa Gading),71.0000
"2016-05-12",DKI2 (Kelapa Gading),87.0000
"2016-05-13",DKI2 (Kelapa Gading),63.0000
"2016-05-14",DKI2 (Kelapa Gading),62.0000
"2016-05-15",DKI2 (Kelapa Gading),62.0000
"2016-05-16",DKI2 (Kelapa Gading),61.0000
"2016-05-17",DKI2 (Kelapa Gading),83.0000
"2016-05-18",DKI2 (Kelapa Gading),78.0000
"2016-05-19",DKI2 (Kelapa Gading),69.0000
"2016-05-20",DKI2 (Kelapa Gading),81.0000
"2016-05-21",DKI2 (Kelapa Gading),73.0000
"2016-05-22",DKI2 (Kelapa Gading),90.0000
"2016-05-23",DKI2 (Kelapa Gading),92.0000
"2016-05-24",DKI2 (Kelapa Gading),78.0000
"2016-05-25",DKI2 (Kelapa Gading),62.0000
"2016-05-26",DKI2 (Kelapa Gading),91.0000
"2016-05-27",DKI2 (Kelapa Gading),89.0000
"2016-05-28",DKI2 (Kelapa Gading),94.0000
"2016-05-29",DKI2 (Kelapa Gading),57.0000
"2016-05-30",DKI2 (Kelapa Gading),63.0000
"2016-05-31",DKI2 (Kelapa Gading),100.0000
"2016-11-01",DKI2 (Kelapa Gading),53.0000
"2016-11-02",DKI2 (Kelapa Gading),49.0000
"2016-11-03",DKI2 (Kelapa Gading),73.0000
"2016-11-04",DKI2 (Kelapa Gading),126.0000
"2016-11-05",DKI2 (Kelapa Gading),150.0000
"2016-11-06",DKI2 (Kelapa Gading),137.0000
"2016-11-07",DKI2 (Kelapa Gading),128.0000
"2016-11-11",DKI2 (Kelapa Gading),113.6667
"2016-11-10",DKI2 (Kelapa Gading),116.0000
"2016-11-12",DKI2 (Kelapa Gading),93.0000
"2016-11-13",DKI2 (Kelapa Gading),65.0000
"2016-11-14",DKI2 (Kelapa Gading),105.0000
"2016-11-15",DKI2 (Kelapa Gading),77.0000
"2016-11-16",DKI2 (Kelapa Gading),116.0000
"2016-11-17",DKI2 (Kelapa Gading),70.0000
"2016-11-18",DKI2 (Kelapa Gading),72.0000
"2016-11-19",DKI2 (Kelapa Gading),80.0000
"2016-11-20",DKI2 (Kelapa Gading),58.0000
"2016-11-21",DKI2 (Kelapa Gading),65.0000
"2016-11-22",DKI2 (Kelapa Gading),119.0000
"2016-11-23",DKI2 (Kelapa Gading),148.0000
"2016-11-24",DKI2 (Kelapa Gading),82.0000
"2016-11-25",DKI2 (Kelapa Gading),41.0000
"2016-11-26",DKI2 (Kelapa Gading),73.0000
"2016-11-27",DKI2 (Kelapa Gading),84.0000
"2016-11-28",DKI2 (Kelapa Gading),70.0000
"2016-11-29",DKI2 (Kelapa Gading),62.0000
"2016-11-30",DKI2 (Kelapa Gading),50.0000
"2016-10-01",DKI2 (Kelapa Gading),62.0000
"2016-10-02",DKI2 (Kelapa Gading),41.0000
"2016-10-03",DKI2 (Kelapa Gading),107.0000
"2016-10-04",DKI2 (Kelapa Gading),86.0000
"2016-10-05",DKI2 (Kelapa Gading),203.0000
"2016-10-06",DKI2 (Kelapa Gading),157.0000
"2016-10-07",DKI2 (Kelapa Gading),136.0000
"2016-10-10",DKI2 (Kelapa Gading),91.0000
"2016-10-09",DKI2 (Kelapa Gading),100.0000
"2016-10-11",DKI2 (Kelapa Gading),66.0000
"2016-10-12",DKI2 (Kelapa Gading),61.0000
"2016-10-13",DKI2 (Kelapa Gading),61.0000
"2016-10-14",DKI2 (Kelapa Gading),44.0000
"2016-10-15",DKI2 (Kelapa Gading),50.0000
"2016-10-16",DKI2 (Kelapa Gading),51.0000
"2016-10-17",DKI2 (Kelapa Gading),94.0000
"2016-10-18",DKI2 (Kelapa Gading),84.0000
"2016-10-19",DKI2 (Kelapa Gading),62.0000
"2016-10-20",DKI2 (Kelapa Gading),82.0000
"2016-10-21",DKI2 (Kelapa Gading),105.0000
"2016-10-22",DKI2 (Kelapa Gading),79.0000
"2016-10-23",DKI2 (Kelapa Gading),46.0000
"2016-10-24",DKI2 (Kelapa Gading),102.0000
"2016-10-25",DKI2 (Kelapa Gading),64.0000
"2016-10-26",DKI2 (Kelapa Gading),50.0000
"2016-10-27",DKI2 (Kelapa Gading),61.0000
"2016-10-28",DKI2 (Kelapa Gading),120.0000
"2016-10-29",DKI2 (Kelapa Gading),85.0000
"2016-10-30",DKI2 (Kelapa Gading),101.0000
"2016-10-31",DKI2 (Kelapa Gading),119.0000
"2017-08-01",DKI2 (Kelapa Gading),76.0000
"2017-08-02",DKI2 (Kelapa Gading),60.0000
"2017-08-03",DKI2 (Kelapa Gading),86.0000
"2017-08-04",DKI2 (Kelapa Gading),66.0000
"2017-08-05",DKI2 (Kelapa Gading),88.0000
"2017-08-06",DKI2 (Kelapa Gading),84.0000
"2017-08-07",DKI2 (Kelapa Gading),71.0000
"2017-08-08",DKI2 (Kelapa Gading),74.0000
"2017-08-09",DKI2 (Kelapa Gading),153.0000
"2017-08-10",DKI2 (Kelapa Gading),96.0000
"2017-08-11",DKI2 (Kelapa Gading),86.0000
"2017-08-12",DKI2 (Kelapa Gading),87.0000
"2017-08-13",DKI2 (Kelapa Gading),67.0000
"2017-08-14",DKI2 (Kelapa Gading),112.0000
"2017-08-15",DKI2 (Kelapa Gading),100.0000
"2017-08-16",DKI2 (Kelapa Gading),76.0000
"2017-08-17",DKI2 (Kelapa Gading),101.0000
"2017-08-18",DKI2 (Kelapa Gading),65.0000
"2017-08-19",DKI2 (Kelapa Gading),59.0000
"2017-08-20",DKI2 (Kelapa Gading),69.0000
"2017-08-21",DKI2 (Kelapa Gading),43.0000
"2017-08-22",DKI2 (Kelapa Gading),45.0000
"2017-08-23",DKI2 (Kelapa Gading),47.0000
"2017-08-24",DKI2 (Kelapa Gading),60.0000
"2017-08-25",DKI2 (Kelapa Gading),70.0000
"2017-08-26",DKI2 (Kelapa Gading),62.0000
"2017-08-27",DKI2 (Kelapa Gading),64.0000
"2017-08-28",DKI2 (Kelapa Gading),64.0000
"2017-08-29",DKI2 (Kelapa Gading),91.0000
"2017-08-30",DKI2 (Kelapa Gading),54.0000
"2017-08-31",DKI2 (Kelapa Gading),81.0000
"2017-04-01",DKI2 (Kelapa Gading),110.0000
"2017-04-02",DKI2 (Kelapa Gading),96.0000
"2017-04-03",DKI2 (Kelapa Gading),59.0000
"2017-04-04",DKI2 (Kelapa Gading),150.0000
"2017-04-05",DKI2 (Kelapa Gading),51.0000
"2017-04-06",DKI2 (Kelapa Gading),25.0000
"2017-04-07",DKI2 (Kelapa Gading),45.0000
"2017-04-08",DKI2 (Kelapa Gading),24.0000
"2017-04-09",DKI2 (Kelapa Gading),29.0000
"2017-04-10",DKI2 (Kelapa Gading),113.0000
"2017-04-11",DKI2 (Kelapa Gading),132.0000
"2017-04-12",DKI2 (Kelapa Gading),89.0000
"2017-04-13",DKI2 (Kelapa Gading),65.0000
"2017-04-14",DKI2 (Kelapa Gading),50.0000
"2017-04-15",DKI2 (Kelapa Gading),59.0000
"2017-04-16",DKI2 (Kelapa Gading),77.0000
"2017-04-17",DKI2 (Kelapa Gading),76.0000
"2017-04-18",DKI2 (Kelapa Gading),113.0000
"2017-04-19",DKI2 (Kelapa Gading),124.0000
"2017-04-20",DKI2 (Kelapa Gading),140.0000
"2017-04-21",DKI2 (Kelapa Gading),102.0000
"2017-04-22",DKI2 (Kelapa Gading),63.0000
"2017-04-23",DKI2 (Kelapa Gading),55.0000
"2017-04-24",DKI2 (Kelapa Gading),63.0000
"2017-04-25",DKI2 (Kelapa Gading),67.0000
"2017-04-26",DKI2 (Kelapa Gading),41.0000
"2017-04-27",DKI2 (Kelapa Gading),64.0000
"2017-04-28",DKI2 (Kelapa Gading),88.0000
"2017-04-29",DKI2 (Kelapa Gading),51.0000
"2017-04-30",DKI2 (Kelapa Gading),139.0000
"2017-12-01",DKI2 (Kelapa Gading),49.0000
"2017-12-02",DKI2 (Kelapa Gading),49.0000
"2017-12-03",DKI2 (Kelapa Gading),49.0000
"2017-12-04",DKI2 (Kelapa Gading),50.0000
"2017-12-05",DKI2 (Kelapa Gading),50.0000
"2017-12-06",DKI2 (Kelapa Gading),95.0000
"2017-12-07",DKI2 (Kelapa Gading),54.0000
"2017-12-08",DKI2 (Kelapa Gading),51.0000
"2017-12-09",DKI2 (Kelapa Gading),51.0000
"2017-12-10",DKI2 (Kelapa Gading),51.0000
"2017-12-11",DKI2 (Kelapa Gading),51.0000
"2017-12-12",DKI2 (Kelapa Gading),
"2017-12-13",DKI2 (Kelapa Gading),51.0000
"2017-12-14",DKI2 (Kelapa Gading),58.0000
"2017-12-15",DKI2 (Kelapa Gading),51.0000
"2017-12-16",DKI2 (Kelapa Gading),51.0000
"2017-12-17",DKI2 (Kelapa Gading),51.0000
"2017-12-18",DKI2 (Kelapa Gading),52.0000
"2017-12-19",DKI2 (Kelapa Gading),52.0000
"2017-12-20",DKI2 (Kelapa Gading),52.0000
"2017-12-21",DKI2 (Kelapa Gading),52.0000
"2017-12-22",DKI2 (Kelapa Gading),52.0000
"2017-12-23",DKI2 (Kelapa Gading),56.0000
"2017-12-24",DKI2 (Kelapa Gading),43.0000
"2017-12-25",DKI2 (Kelapa Gading),31.0000
"2017-12-26",DKI2 (Kelapa Gading),30.0000
"2017-12-27",DKI2 (Kelapa Gading),34.0000
"2017-12-28",DKI2 (Kelapa Gading),30.0000
"2017-12-29",DKI2 (Kelapa Gading),55.0000
"2017-12-30",DKI2 (Kelapa Gading),50.0000
"2017-12-31",DKI2 (Kelapa Gading),47.0000
"2017-02-01",DKI2 (Kelapa Gading),36.0000
"2017-02-02",DKI2 (Kelapa Gading),37.0000
"2017-02-03",DKI2 (Kelapa Gading),45.0000
"2017-02-04",DKI2 (Kelapa Gading),38.0000
"2017-02-05",DKI2 (Kelapa Gading),37.0000
"2017-02-06",DKI2 (Kelapa Gading),34.0000
"2017-02-07",DKI2 (Kelapa Gading),33.0000
"2017-02-08",DKI2 (Kelapa Gading),28.0000
"2017-02-09",DKI2 (Kelapa Gading),41.0000
"2017-02-10",DKI2 (Kelapa Gading),44.0000
"2017-02-11",DKI2 (Kelapa Gading),43.0000
"2017-02-12",DKI2 (Kelapa Gading),44.0000
"2017-02-13",DKI2 (Kelapa Gading),53.0000
"2017-02-14",DKI2 (Kelapa Gading),47.0000
"2017-02-15",DKI2 (Kelapa Gading),46.0000
"2017-02-16",DKI2 (Kelapa Gading),46.0000
"2017-02-17",DKI2 (Kelapa Gading),50.0000
"2017-02-18",DKI2 (Kelapa Gading),51.0000
"2017-02-19",DKI2 (Kelapa Gading),54.0000
"2017-02-20",DKI2 (Kelapa Gading),35.0000
"2017-02-21",DKI2 (Kelapa Gading),65.0000
"2017-02-22",DKI2 (Kelapa Gading),130.0000
"2017-02-23",DKI2 (Kelapa Gading),96.0000
"2017-02-24",DKI2 (Kelapa Gading),74.0000
"2017-02-25",DKI2 (Kelapa Gading),90.0000
"2017-02-26",DKI2 (Kelapa Gading),67.0000
"2017-02-27",DKI2 (Kelapa Gading),50.0000
"2017-02-28",DKI2 (Kelapa Gading),48.0000
"2017-01-01",DKI2 (Kelapa Gading),61.0000
"2017-01-02",DKI2 (Kelapa Gading),40.0000
"2017-01-03",DKI2 (Kelapa Gading),55.0000
"2017-01-04",DKI2 (Kelapa Gading),61.0000
"2017-01-05",DKI2 (Kelapa Gading),57.0000
"2017-01-06",DKI2 (Kelapa Gading),62.0000
"2017-01-07",DKI2 (Kelapa Gading),55.0000
"2017-01-08",DKI2 (Kelapa Gading),52.0000
"2017-01-09",DKI2 (Kelapa Gading),48.0000
"2017-01-10",DKI2 (Kelapa Gading),83.0000
"2017-01-11",DKI2 (Kelapa Gading),65.0000
"2017-01-12",DKI2 (Kelapa Gading),65.0000
"2017-01-13",DKI2 (Kelapa Gading),29.0000
"2017-01-14",DKI2 (Kelapa Gading),29.0000
"2017-01-15",DKI2 (Kelapa Gading),42.0000
"2017-01-16",DKI2 (Kelapa Gading),34.0000
"2017-01-17",DKI2 (Kelapa Gading),48.0000
"2017-01-18",DKI2 (Kelapa Gading),
"2017-01-19",DKI2 (Kelapa Gading),
"2017-01-20",DKI2 (Kelapa Gading),30.0000
"2017-01-21",DKI2 (Kelapa Gading),40.0000
"2017-01-22",DKI2 (Kelapa Gading),37.0000
